1000	0.056994
2000	0.177476
3000	0.321545
4000	0.713144
5000	0.941815
6000	1.335636
7000	1.768947
8000	2.298845
9000	2.968377
10000	3.756289
11000	4.50808
12000	6.207337
13000	6.606253
14000	7.672221
15000	8.592574
16000	9.961466
17000	11.247822
18000	12.952488
19000	16.81454
20000	16.263642
21000	18.174087
22000	19.80993
23000	22.428839
24000	24.211169
25000	24.971264
26000	27.476293
27000	30.043983
28000	32.795232
29000	34.495001
30000	37.634288
31000	38.729607
32000	41.476571
33000	45.744401
34000	48.056776
35000	51.142277
36000	53.523989
37000	58.996263
38000	59.717818
39000	63.231149
40000	65.328738
41000	71.183015
42000	78.205631
43000	82.744879
44000	81.194355
45000	85.325797
46000	93.878841
47000	92.998364
48000	97.930196
49000	100.083806
50000	104.97651
51000	107.849496
52000	111.317222
53000	113.750783
54000	113.441501
55000	113.354498
56000	132.597705
57000	137.794396
58000	143.304581
59000	165.079199
60000	142.063323
61000	154.051816
62000	155.780061
63000	174.891824
64000	174.770239
65000	186.843357
66000	180.942291
67000	196.412114
