1000	0.000112
2000	0.000146
3000	0.000203
4000	0.000252
5000	0.000325
6000	0.000374
7000	0.00044
8000	0.000498
9000	0.000596
10000	0.000657
11000	0.000688
12000	0.000791
13000	0.000823
14000	0.001009
15000	0.001013
16000	0.001125
17000	0.001168
18000	0.001322
19000	0.001464
20000	0.001493
21000	0.001555
22000	0.001602
23000	0.001539
24000	0.001733
25000	0.001708
26000	0.001906
27000	0.0019
28000	0.001959
29000	0.002108
30000	0.002282
31000	0.002201
32000	0.002352
33000	0.002382
34000	0.00249
35000	0.002488
36000	0.002608
37000	0.002805
38000	0.002814
39000	0.002853
40000	0.002828
41000	0.003622
42000	0.003118
43000	0.00316
44000	0.003225
45000	0.003188
46000	0.003287
47000	0.003433
48000	0.003334
49000	0.003607
50000	0.005211
51000	0.003835
52000	0.003687
53000	0.003979
54000	0.004612
55000	0.005047
56000	0.004627
57000	0.004513
58000	0.004226
59000	0.004604
