1000	2e-06
2000	3e-06
3000	7e-06
4000	2.4e-05
5000	1e-06
6000	1e-06
7000	3e-06
8000	1e-06
9000	2e-06
10000	2e-06
11000	3e-06
12000	2e-06
13000	2e-06
14000	3e-06
15000	3e-06
16000	3e-06
17000	2e-06
18000	3e-06
19000	2e-06
20000	2e-06
21000	2e-06
22000	2e-06
23000	2e-06
24000	2e-06
25000	3e-06
26000	2e-06
27000	2e-06
28000	2e-06
29000	2e-06
30000	2e-06
31000	1e-06
32000	2e-06
33000	2e-06
34000	1e-06
35000	2e-06
36000	3e-06
37000	1e-06
38000	1e-06
39000	2e-06
40000	1e-06
41000	2e-06
42000	2e-06
43000	1e-06
44000	1e-06
45000	3e-06
46000	2e-06
47000	1e-06
48000	1e-06
49000	1e-06
50000	1e-06
51000	1e-06
52000	1e-06
53000	2e-06
54000	2e-06
55000	3e-06
56000	1e-06
57000	1e-06
58000	1e-06
59000	1e-06
60000	1e-06
61000	2e-06
62000	2e-06
63000	1e-06
64000	2e-06
65000	1e-06
66000	2e-06
67000	1e-06
68000	2e-06
69000	2e-06
70000	1e-06
71000	2e-06
72000	2e-06
73000	1e-06
74000	2e-06
75000	1e-06
76000	2e-06
77000	1e-06
78000	2e-06
79000	3e-06
80000	1e-06
81000	1e-06
82000	1e-06
83000	2e-06
84000	2e-06
85000	1e-06
86000	1e-06
87000	2e-06
88000	1e-06
89000	2e-06
90000	3e-06
91000	1e-06
92000	1e-06
93000	2e-06
94000	2e-06
95000	2e-06
96000	1e-06
97000	1e-06
98000	2e-06
99000	2e-06
100000	1e-06
